T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
23.6,28.9,20.3,-,72,6.3,4.8,7.6,29.0
24.8,30.0,20.2,-,73,7.7,4.1,5.4,61.708
24.8,30.0,20.2,-,73,7.7,4.1,5.4,61.708
24.8,30.0,20.2,-,73,7.7,4.1,5.4,61.708
23.9,30.0,21.1,-,81,6.3,3.1,5.4,60.542
23.9,30.0,21.1,-,81,6.3,3.1,5.4,60.542
23.9,30.0,21.1,-,81,6.3,3.1,5.4,60.542
23.2,28.4,19.2,-,80,6.3,3.7,9.4,41.583
23.2,28.4,19.2,-,80,6.3,3.7,9.4,41.583
23.2,28.4,19.2,-,80,6.3,3.7,9.4,41.583
23.9,28.9,20.0,-,71,6.9,6.7,7.6,80.042
23.9,28.9,20.0,-,71,6.9,6.7,7.6,80.042
23.9,28.9,20.0,-,71,6.9,6.7,7.6,80.042
24.9,30.8,20.6,-,70,6.9,4.8,7.6,82.833
24.9,30.8,20.6,-,70,6.9,4.8,7.6,82.833
24.9,30.8,20.6,-,70,6.9,4.8,7.6,82.833
24.1,30.8,21.6,-,79,6.3,3.3,5.4,95.25
24.1,30.8,21.6,-,79,6.3,3.3,5.4,95.25
24.1,30.8,21.6,-,79,6.3,3.3,5.4,95.25
24.4,30.5,20.3,-,72,6.9,1.5,7.6,126.167
24.4,30.5,20.3,-,72,6.9,1.5,7.6,126.167
24.4,30.5,20.3,-,72,6.9,1.5,7.6,126.167
21.9,30.4,20.1,-,81,6.3,0.9,5.4,136.708
21.9,30.4,20.1,-,81,6.3,0.9,5.4,136.708
21.9,30.4,20.1,-,81,6.3,0.9,5.4,136.708
21.5,27.2,19.5,-,85,6.9,2.6,7.6,160.667
21.5,27.2,19.5,-,85,6.9,2.6,7.6,160.667
21.5,27.2,19.5,-,85,6.9,2.6,7.6,160.667
23.2,27.0,20.7,-,81,6.3,3.3,5.4,245.667
23.2,27.0,20.7,-,81,6.3,3.3,5.4,245.667
23.2,27.0,20.7,-,81,6.3,3.3,5.4,245.667
23.4,29.4,20.7,-,78,6.9,4.3,5.4,261.66700000000003
23.4,29.4,20.7,-,78,6.9,4.3,5.4,261.66700000000003
23.4,29.4,20.7,-,78,6.9,4.3,5.4,261.66700000000003
23.3,29.4,19.8,-,80,5.5,3.5,5.4,272.41700000000003
23.3,29.4,19.8,-,80,5.5,3.5,5.4,272.41700000000003
23.3,29.4,19.8,-,80,5.5,3.5,5.4,272.41700000000003
23.4,28.7,18.6,-,71,6.3,1.3,5.4,149.625
23.4,28.7,18.6,-,71,6.3,1.3,5.4,149.625
23.4,28.7,18.6,-,71,6.3,1.3,5.4,149.625
24.2,29.6,19.6,-,73,6.9,2.2,5.4,99.708
24.2,29.6,19.6,-,73,6.9,2.2,5.4,99.708
24.2,29.6,19.6,-,73,6.9,2.2,5.4,99.708
23.3,29.6,19.9,-,80,5.8,3.9,7.6,217.375
23.3,29.6,19.9,-,80,5.8,3.9,7.6,217.375
23.3,29.6,19.9,-,80,5.8,3.9,7.6,217.375
22.9,29.0,20.0,-,78,6.0,4.3,7.6,309.375
22.9,29.0,20.0,-,78,6.0,4.3,7.6,309.375
22.9,29.0,20.0,-,78,6.0,4.3,7.6,309.375
23.3,29.0,19.0,-,69,6.3,2.8,5.4,321.54200000000003
23.3,29.0,19.0,-,69,6.3,2.8,5.4,321.54200000000003
23.3,29.0,19.0,-,69,6.3,2.8,5.4,321.54200000000003
22.2,29.0,18.4,-,69,6.9,1.5,5.4,278.0
22.2,29.0,18.4,-,69,6.9,1.5,5.4,278.0
22.2,29.0,18.4,-,69,6.9,1.5,5.4,278.0
22.2,28.2,17.3,-,68,6.9,2.2,5.4,192.333
22.2,28.2,17.3,-,68,6.9,2.2,5.4,192.333
22.2,28.2,17.3,-,68,6.9,2.2,5.4,192.333
21.8,28.6,18.5,-,71,6.3,0.0,-,224.167
21.8,28.6,18.5,-,71,6.3,0.0,-,224.167
21.8,28.6,18.5,-,71,6.3,0.0,-,224.167
22.0,28.0,17.8,-,67,5.5,1.1,3.5,196.75
22.0,28.0,17.8,-,67,5.5,1.1,3.5,196.75
22.0,28.0,17.8,-,67,5.5,1.1,3.5,196.75
21.4,28.0,15.6,-,63,6.3,1.1,3.5,221.542
21.4,28.0,15.6,-,63,6.3,1.1,3.5,221.542
21.4,28.0,15.6,-,63,6.3,1.1,3.5,221.542
22.4,29.0,16.8,-,74,6.3,1.9,3.5,166.708
22.4,29.0,16.8,-,74,6.3,1.9,3.5,166.708
22.4,29.0,16.8,-,74,6.3,1.9,3.5,166.708
22.3,29.0,18.2,-,68,6.3,1.3,3.5,130.708
22.3,29.0,18.2,-,68,6.3,1.3,3.5,130.708
22.3,29.0,18.2,-,68,6.3,1.3,3.5,130.708
22.7,30.0,16.5,-,65,6.9,1.1,3.5,194.708
22.7,30.0,16.5,-,65,6.9,1.1,3.5,194.708
22.7,30.0,16.5,-,65,6.9,1.1,3.5,194.708
22.5,28.5,19.8,-,80,6.3,2.0,5.4,134.458
22.5,28.5,19.8,-,80,6.3,2.0,5.4,134.458
22.5,28.5,19.8,-,80,6.3,2.0,5.4,134.458
23.1,29.2,19.2,-,74,6.9,1.1,5.4,110.0
23.1,29.2,19.2,-,74,6.9,1.1,5.4,110.0
23.1,29.2,19.2,-,74,6.9,1.1,5.4,110.0
22.7,29.2,18.8,-,67,6.9,0.4,3.5,160.0
22.7,29.2,18.8,-,67,6.9,0.4,3.5,160.0
22.7,29.2,18.8,-,67,6.9,0.4,3.5,160.0
23.1,29.9,20.0,-,76,6.9,3.1,5.4,118.917
23.1,29.9,20.0,-,76,6.9,3.1,5.4,118.917
23.1,29.9,20.0,-,76,6.9,3.1,5.4,118.917
22.5,28.3,19.4,-,74,7.7,2.4,5.4,176.375
22.5,28.3,19.4,-,74,7.7,2.4,5.4,176.375
22.5,28.3,19.4,-,74,7.7,2.4,5.4,176.375
21.9,28.0,18.4,-,67,6.9,3.1,5.4,185.958
21.9,28.0,18.4,-,67,6.9,3.1,5.4,185.958
21.9,28.0,18.4,-,67,6.9,3.1,5.4,185.958
20.2,28.4,15.7,-,67,6.3,1.9,3.5,239.125
20.2,28.4,15.7,-,67,6.3,1.9,3.5,239.125
20.2,28.4,15.7,-,67,6.3,1.9,3.5,239.125
21.3,28.0,16.8,-,68,6.9,0.9,3.5,365.292
21.3,28.0,16.8,-,68,6.9,0.9,3.5,365.292
21.3,28.0,16.8,-,68,6.9,0.9,3.5,365.292
21.2,28.7,15.9,-,54,6.9,0.7,5.4,312.20799999999997
21.2,28.7,15.9,-,54,6.9,0.7,5.4,312.20799999999997
21.2,28.7,15.9,-,54,6.9,0.7,5.4,312.20799999999997
22.3,27.0,18.6,-,71,6.3,3.5,5.4,121.333
22.3,27.0,18.6,-,71,6.3,3.5,5.4,121.333
22.3,27.0,18.6,-,71,6.3,3.5,5.4,121.333
22.6,27.7,19.5,-,75,6.3,3.5,5.4,202.875
22.6,27.7,19.5,-,75,6.3,3.5,5.4,202.875
22.6,27.7,19.5,-,75,6.3,3.5,5.4,202.875
22.3,30.3,16.0,-,56,6.0,1.3,3.5,260.16700000000003
22.3,30.3,16.0,-,56,6.0,1.3,3.5,260.16700000000003
22.3,30.3,16.0,-,56,6.0,1.3,3.5,260.16700000000003
20.2,27.2,14.7,-,66,6.9,0.9,3.5,277.70799999999997
20.2,27.2,14.7,-,66,6.9,0.9,3.5,277.70799999999997
20.2,27.2,14.7,-,66,6.9,0.9,3.5,277.70799999999997
20.4,28.9,14.5,-,65,6.8,1.3,3.5,284.16700000000003
20.4,28.9,14.5,-,65,6.8,1.3,3.5,284.16700000000003
20.4,28.9,14.5,-,65,6.8,1.3,3.5,284.16700000000003
20.6,28.9,14.9,-,61,6.9,3.1,3.5,288.41700000000003
20.6,28.9,14.9,-,61,6.9,3.1,3.5,288.41700000000003
20.6,28.9,14.9,-,61,6.9,3.1,3.5,288.41700000000003
20.8,27.3,15.6,-,70,6.0,3.5,5.4,166.917
20.8,27.3,15.6,-,70,6.0,3.5,5.4,166.917
20.8,27.3,15.6,-,70,6.0,3.5,5.4,166.917
19.9,27.3,14.9,-,68,6.3,3.3,5.4,169.0
19.9,27.3,14.9,-,68,6.3,3.3,5.4,169.0
19.9,27.3,14.9,-,68,6.3,3.3,5.4,169.0
20.6,27.4,16.0,-,65,6.3,3.9,7.6,186.042
20.6,27.4,16.0,-,65,6.3,3.9,7.6,186.042
20.6,27.4,16.0,-,65,6.3,3.9,7.6,186.042
20.1,27.5,14.9,-,67,6.9,4.3,5.4,nan
20.1,27.5,14.9,-,67,6.9,4.3,5.4,nan
20.1,27.5,14.9,-,67,6.9,4.3,5.4,nan
20.3,26.4,16.0,-,70,6.3,3.1,3.5,255.875
20.3,26.4,16.0,-,70,6.3,3.1,3.5,255.875
20.3,26.4,16.0,-,70,6.3,3.1,3.5,255.875
20.1,26.4,16.6,-,70,5.5,2.8,3.5,217.083
20.1,26.4,16.6,-,70,5.5,2.8,3.5,217.083
20.1,26.4,16.6,-,70,5.5,2.8,3.5,217.083
21.2,28.4,15.0,-,67,6.9,2.4,5.4,229.167
21.2,28.4,15.0,-,67,6.9,2.4,5.4,229.167
21.2,28.4,15.0,-,67,6.9,2.4,5.4,229.167
21.4,30.8,15.0,-,53,6.9,2.8,3.5,298.45799999999997
21.4,30.8,15.0,-,53,6.9,2.8,3.5,298.45799999999997
21.4,30.8,15.0,-,53,6.9,2.8,3.5,298.45799999999997
20.7,29.3,15.5,-,65,6.9,5.9,13,264.91700000000003
20.7,29.3,15.5,-,65,6.9,5.9,13,264.91700000000003
20.7,29.3,15.5,-,65,6.9,5.9,13,264.91700000000003
21.0,28.0,15.8,-,67,6.3,4.3,5.4,404.5
21.0,28.0,15.8,-,67,6.3,4.3,5.4,404.5
21.0,28.0,15.8,-,67,6.3,4.3,5.4,404.5
22.0,30.6,15.6,-,57,6.9,5.0,5.4,188.5
22.0,30.6,15.6,-,57,6.9,5.0,5.4,188.5
22.0,30.6,15.6,-,57,6.9,5.0,5.4,188.5
22.4,30.5,17.0,-,52,7.7,3.9,5.4,164.75
22.4,30.5,17.0,-,52,7.7,3.9,5.4,164.75
22.4,30.5,17.0,-,52,7.7,3.9,5.4,164.75
22.1,29.5,16.3,-,59,6.9,3.3,5.4,376.917
22.1,29.5,16.3,-,59,6.9,3.3,5.4,376.917
22.1,29.5,16.3,-,59,6.9,3.3,5.4,376.917
21.8,28.5,16.9,-,68,6.9,5.0,5.4,0.0
21.8,28.5,16.9,-,68,6.9,5.0,5.4,0.0
21.8,28.5,16.9,-,68,6.9,5.0,5.4,0.0
20.9,28.1,17.0,-,66,6.9,3.5,5.4,0.0
20.9,28.1,17.0,-,66,6.9,3.5,5.4,0.0
20.9,28.1,17.0,-,66,6.9,3.5,5.4,0.0
20.4,27.4,15.2,-,61,6.9,3.9,5.4,57.0
20.4,27.4,15.2,-,61,6.9,3.9,5.4,57.0
20.4,27.4,15.2,-,61,6.9,3.9,5.4,57.0
22.0,29.5,16.9,-,58,6.9,3.9,5.4,202.917
22.0,29.5,16.9,-,58,6.9,3.9,5.4,202.917
22.0,29.5,16.9,-,58,6.9,3.9,5.4,202.917
21.4,29.4,15.5,-,57,6.9,3.3,5.4,205.125
21.4,29.4,15.5,-,57,6.9,3.3,5.4,205.125
21.4,29.4,15.5,-,57,6.9,3.3,5.4,205.125
21.0,27.7,16.4,-,61,6.9,3.7,7.6,214.125
21.0,27.7,16.4,-,61,6.9,3.7,7.6,214.125
21.0,27.7,16.4,-,61,6.9,3.7,7.6,214.125
22.0,29.4,15.4,-,56,6.9,2.8,7.6,315.79200000000003
22.0,29.4,15.4,-,56,6.9,2.8,7.6,315.79200000000003
22.0,29.4,15.4,-,56,6.9,2.8,7.6,315.79200000000003
22.2,29.8,17.0,-,65,6.9,4.8,7.6,322.25
22.2,29.8,17.0,-,65,6.9,4.8,7.6,322.25
22.2,29.8,17.0,-,65,6.9,4.8,7.6,322.25
22.7,29.7,18.0,-,59,6.9,3.1,5.4,246.042
22.7,29.7,18.0,-,59,6.9,3.1,5.4,246.042
22.7,29.7,18.0,-,59,6.9,3.1,5.4,246.042
23.0,31.4,15.7,-,48,6.9,1.9,3.5,200.917
23.0,31.4,15.7,-,48,6.9,1.9,3.5,200.917
23.0,31.4,15.7,-,48,6.9,1.9,3.5,200.917
23.8,32.6,16.5,-,29,6.9,2.4,5.4,99.5
23.8,32.6,16.5,-,29,6.9,2.4,5.4,99.5
23.8,32.6,16.5,-,29,6.9,2.4,5.4,99.5
23.6,32.1,15.5,-,35,6.9,2.0,5.4,143.917
23.6,32.1,15.5,-,35,6.9,2.0,5.4,143.917
23.6,32.1,15.5,-,35,6.9,2.0,5.4,143.917
23.6,32.7,15.7,-,39,6.9,0.0,-,100.25
23.6,32.7,15.7,-,39,6.9,0.0,-,100.25
23.6,32.7,15.7,-,39,6.9,0.0,-,100.25
24.6,31.8,19.0,-,54,6.9,2.8,5.4,165.0
24.6,31.8,19.0,-,54,6.9,2.8,5.4,165.0
24.6,31.8,19.0,-,54,6.9,2.8,5.4,165.0
24.3,31.6,19.2,-,60,6.3,2.4,5.4,116.458
24.3,31.6,19.2,-,60,6.3,2.4,5.4,116.458
24.3,31.6,19.2,-,60,6.3,2.4,5.4,116.458
24.7,31.6,20.2,-,63,6.3,2.2,5.4,143.0
24.7,31.6,20.2,-,63,6.3,2.2,5.4,143.0
24.7,31.6,20.2,-,63,6.3,2.2,5.4,143.0
23.4,30.1,19.2,-,65,6.3,4.3,7.6,231.125
23.4,30.1,19.2,-,65,6.3,4.3,7.6,231.125
23.4,30.1,19.2,-,65,6.3,4.3,7.6,231.125
23.0,30.1,19.1,-,65,6.3,3.5,3.5,218.667
23.0,30.1,19.1,-,65,6.3,3.5,3.5,218.667
23.0,30.1,19.1,-,65,6.3,3.5,3.5,218.667
23.9,30.3,19.2,-,63,6.9,2.2,3.5,211.0
23.9,30.3,19.2,-,63,6.9,2.2,3.5,211.0
23.9,30.3,19.2,-,63,6.9,2.2,3.5,211.0
23.4,30.8,19.7,-,64,6.3,4.4,5.4,52.208
23.4,30.8,19.7,-,64,6.3,4.4,5.4,52.208
23.4,30.8,19.7,-,64,6.3,4.4,5.4,52.208
24.2,32.0,19.3,-,49,6.9,4.4,5.4,187.5
24.2,32.0,19.3,-,49,6.9,4.4,5.4,187.5
24.2,32.0,19.3,-,49,6.9,4.4,5.4,187.5
24.5,32.0,17.6,-,50,6.9,3.1,5.4,130.167
24.5,32.0,17.6,-,50,6.9,3.1,5.4,130.167
24.5,32.0,17.6,-,50,6.9,3.1,5.4,130.167
23.8,31.1,19.9,-,71,6.9,5.0,7.6,123.125
23.8,31.1,19.9,-,71,6.9,5.0,7.6,123.125
23.8,31.1,19.9,-,71,6.9,5.0,7.6,123.125
24.9,32.0,19.3,-,64,6.9,3.9,5.4,120.917
24.9,32.0,19.3,-,64,6.9,3.9,5.4,120.917
24.9,32.0,19.3,-,64,6.9,3.9,5.4,120.917
23.8,32.0,20.2,-,67,6.9,5.2,7.6,153.625
23.8,32.0,20.2,-,67,6.9,5.2,7.6,153.625
23.8,32.0,20.2,-,67,6.9,5.2,7.6,153.625
23.9,30.6,19.9,-,67,6.9,4.6,5.4,130.333
23.9,30.6,19.9,-,67,6.9,4.6,5.4,130.333
23.9,30.6,19.9,-,67,6.9,4.6,5.4,130.333
24.6,31.6,18.6,-,61,6.9,4.1,7.6,110.708
24.6,31.6,18.6,-,61,6.9,4.1,7.6,110.708
24.6,31.6,18.6,-,61,6.9,4.1,7.6,110.708
24.2,31.6,18.2,-,54,6.8,5.4,7.6,138.5
24.2,31.6,18.2,-,54,6.8,5.4,7.6,138.5
24.2,31.6,18.2,-,54,6.8,5.4,7.6,138.5
24.9,31.8,16.6,-,35,6.9,3.5,5.4,75.75
24.9,31.8,16.6,-,35,6.9,3.5,5.4,75.75
24.9,31.8,16.6,-,35,6.9,3.5,5.4,75.75
25.3,32.8,19.0,-,31,6.9,4.1,7.6,146.542
25.3,32.8,19.0,-,31,6.9,4.1,7.6,146.542
25.3,32.8,19.0,-,31,6.9,4.1,7.6,146.542
25.6,33.1,17.1,-,31,6.9,3.1,5.4,116.625
25.6,33.1,17.1,-,31,6.9,3.1,5.4,116.625
25.6,33.1,17.1,-,31,6.9,3.1,5.4,116.625
27.1,35.4,18.7,-,31,6.9,3.5,5.4,80.042
27.1,35.4,18.7,-,31,6.9,3.5,5.4,80.042
27.1,35.4,18.7,-,31,6.9,3.5,5.4,80.042
28.2,35.9,20.8,-,33,7.7,0.9,3.5,100.042
28.2,35.9,20.8,-,33,7.7,0.9,3.5,100.042
28.2,35.9,20.8,-,33,7.7,0.9,3.5,100.042
27.9,35.9,22.4,-,42,6.9,1.1,5.4,109.458
27.9,35.9,22.4,-,42,6.9,1.1,5.4,109.458
27.9,35.9,22.4,-,42,6.9,1.1,5.4,109.458
27.6,35.3,20.5,-,37,6.9,2.4,5.4,110.167
27.6,35.3,20.5,-,37,6.9,2.4,5.4,110.167
27.6,35.3,20.5,-,37,6.9,2.4,5.4,110.167
27.3,35.3,20.3,-,38,6.9,2.6,7.6,108.208
27.3,35.3,20.3,-,38,6.9,2.6,7.6,108.208
27.3,35.3,20.3,-,38,6.9,2.6,7.6,108.208
26.8,34.6,19.4,-,33,6.9,2.2,5.4,103.833
26.8,34.6,19.4,-,33,6.9,2.2,5.4,103.833
26.8,34.6,19.4,-,33,6.9,2.2,5.4,103.833
28.6,36.0,23.5,-,33,6.9,1.3,3.5,74.292
28.6,36.0,23.5,-,33,6.9,1.3,3.5,74.292
28.6,36.0,23.5,-,33,6.9,1.3,3.5,74.292
28.3,35.8,21.9,-,49,6.9,2.8,3.5,101.792
28.3,35.8,21.9,-,49,6.9,2.8,3.5,101.792
28.3,35.8,21.9,-,49,6.9,2.8,3.5,101.792
29.2,35.8,23.4,-,43,6.9,3.3,7.6,106.167
29.2,35.8,23.4,-,43,6.9,3.3,7.6,106.167
29.2,35.8,23.4,-,43,6.9,3.3,7.6,106.167
28.9,36.0,23.3,-,40,6.9,3.3,5.4,89.875
28.9,36.0,23.3,-,40,6.9,3.3,5.4,89.875
28.9,36.0,23.3,-,40,6.9,3.3,5.4,89.875
28.6,36.2,22.3,-,38,6.9,2.4,5.4,48.208
28.6,36.2,22.3,-,38,6.9,2.4,5.4,48.208
28.6,36.2,22.3,-,38,6.9,2.4,5.4,48.208
28.5,36.4,22.6,-,47,6.9,4.3,7.6,47.042
28.5,36.4,22.6,-,47,6.9,4.3,7.6,47.042
28.5,36.4,22.6,-,47,6.9,4.3,7.6,47.042
25.7,36.4,20.4,-,59,6.6,3.9,5.4,67.792
25.7,36.4,20.4,-,59,6.6,3.9,5.4,67.792
25.7,36.4,20.4,-,59,6.6,3.9,5.4,67.792
27.1,34.5,22.3,-,59,6.9,3.0,3.5,56.667
27.1,34.5,22.3,-,59,6.9,3.0,3.5,56.667
27.1,34.5,22.3,-,59,6.9,3.0,3.5,56.667
27.7,34.5,23.1,-,56,6.9,2.8,7.6,79.0
27.7,34.5,23.1,-,56,6.9,2.8,7.6,79.0
27.7,34.5,23.1,-,56,6.9,2.8,7.6,79.0
27.6,34.0,22.7,-,56,6.9,3.0,5.4,123.583
27.6,34.0,22.7,-,56,6.9,3.0,5.4,123.583
27.6,34.0,22.7,-,56,6.9,3.0,5.4,123.583
28.6,35.4,22.2,-,47,6.9,2.4,5.4,80.292
28.6,35.4,22.2,-,47,6.9,2.4,5.4,80.292
28.6,35.4,22.2,-,47,6.9,2.4,5.4,80.292
28.7,35.5,23.4,-,36,6.9,1.9,3.5,137.875
28.7,35.5,23.4,-,36,6.9,1.9,3.5,137.875
28.7,35.5,23.4,-,36,6.9,1.9,3.5,137.875
28.7,35.5,21.5,-,34,7.7,1.5,5.4,87.875
28.7,35.5,21.5,-,34,7.7,1.5,5.4,87.875
28.7,35.5,21.5,-,34,7.7,1.5,5.4,87.875
29.8,36.5,23.8,-,53,7.7,3.3,5.4,121.208
29.8,36.5,23.8,-,53,7.7,3.3,5.4,121.208
29.8,36.5,23.8,-,53,7.7,3.3,5.4,121.208
29.6,36.5,24.7,-,52,6.9,1.9,3.5,97.042
29.6,36.5,24.7,-,52,6.9,1.9,3.5,97.042
29.6,36.5,24.7,-,52,6.9,1.9,3.5,97.042
29.3,36.3,24.8,-,49,6.9,2.8,3.5,92.083
29.3,36.3,24.8,-,49,6.9,2.8,3.5,92.083
29.3,36.3,24.8,-,49,6.9,2.8,3.5,92.083
28.8,36.0,24.2,-,50,6.9,3.9,5.4,130.625
28.8,36.0,24.2,-,50,6.9,3.9,5.4,130.625
28.8,36.0,24.2,-,50,6.9,3.9,5.4,130.625
28.6,35.8,24.6,-,50,6.3,3.9,7.6,90.5
28.6,35.8,24.6,-,50,6.3,3.9,7.6,90.5
28.6,35.8,24.6,-,50,6.3,3.9,7.6,90.5
27.8,35.8,20.0,-,56,6.9,3.1,7.6,55.417
27.8,35.8,20.0,-,56,6.9,3.1,7.6,55.417
27.8,35.8,20.0,-,56,6.9,3.1,7.6,55.417
24.5,30.6,21.4,-,76,7.7,5.2,7.6,108.333
24.5,30.6,21.4,-,76,7.7,5.2,7.6,108.333
24.5,30.6,21.4,-,76,7.7,5.2,7.6,108.333
22.8,26.7,21.0,-,86,6.3,5.2,5.4,198.875
22.8,26.7,21.0,-,86,6.3,5.2,5.4,198.875
22.8,26.7,21.0,-,86,6.3,5.2,5.4,198.875
24.1,28.3,20.5,-,78,6.9,4.6,7.6,120.708
24.1,28.3,20.5,-,78,6.9,4.6,7.6,120.708
24.1,28.3,20.5,-,78,6.9,4.6,7.6,120.708
27.4,35.6,23.8,-,60,6.9,3.9,7.6,60.542
27.4,35.6,23.8,-,60,6.9,3.9,7.6,60.542
27.4,35.6,23.8,-,60,6.9,3.9,7.6,60.542
28.8,35.6,22.8,-,47,6.9,4.1,7.6,79.0
28.8,35.6,22.8,-,47,6.9,4.1,7.6,79.0
28.8,35.6,22.8,-,47,6.9,4.1,7.6,79.0
28.6,35.5,22.8,-,49,6.9,3.9,5.4,133.708
28.6,35.5,22.8,-,49,6.9,3.9,5.4,133.708
28.6,35.5,22.8,-,49,6.9,3.9,5.4,133.708
28.4,35.5,23.6,-,56,7.7,3.7,14.8,53.25
28.4,35.5,23.6,-,56,7.7,3.7,14.8,53.25
28.4,35.5,23.6,-,56,7.7,3.7,14.8,53.25
25.8,33.9,21.4,-,71,6.9,1.5,5.4,65.167
25.8,33.9,21.4,-,71,6.9,1.5,5.4,65.167
25.8,33.9,21.4,-,71,6.9,1.5,5.4,65.167
26.3,33.0,21.2,-,65,7.4,4.3,7.6,83.583
26.3,33.0,21.2,-,65,7.4,4.3,7.6,83.583
26.3,33.0,21.2,-,65,7.4,4.3,7.6,83.583
26.4,35.2,18.9,-,62,9.2,4.4,5.4,40.667
26.4,35.2,18.9,-,62,9.2,4.4,5.4,40.667
26.4,35.2,18.9,-,62,9.2,4.4,5.4,40.667
27.8,34.4,22.2,-,61,7.7,2.4,5.4,48.125
27.8,34.4,22.2,-,61,7.7,2.4,5.4,48.125
27.8,34.4,22.2,-,61,7.7,2.4,5.4,48.125
25.8,34.5,20.2,-,70,6.9,3.9,5.4,103.167
25.8,34.5,20.2,-,70,6.9,3.9,5.4,103.167
25.8,34.5,20.2,-,70,6.9,3.9,5.4,103.167
28.1,35.0,22.3,-,57,7.4,3.3,5.4,143.375
28.1,35.0,22.3,-,57,7.4,3.3,5.4,143.375
28.1,35.0,22.3,-,57,7.4,3.3,5.4,143.375
27.6,35.0,20.1,-,60,6.9,3.9,5.4,44.792
27.6,35.0,20.1,-,60,6.9,3.9,5.4,44.792
27.6,35.0,20.1,-,60,6.9,3.9,5.4,44.792
25.9,34.5,20.4,-,70,6.9,4.6,7.6,71.958
25.9,34.5,20.4,-,70,6.9,4.6,7.6,71.958
25.9,34.5,20.4,-,70,6.9,4.6,7.6,71.958
24.5,29.2,20.0,-,75,6.9,2.8,3.5,17.5
24.5,29.2,20.0,-,75,6.9,2.8,3.5,17.5
24.5,29.2,20.0,-,75,6.9,2.8,3.5,17.5
25.9,31.2,22.2,-,72,7.7,6.1,11.1,101.0
25.9,31.2,22.2,-,72,7.7,6.1,11.1,101.0
25.9,31.2,22.2,-,72,7.7,6.1,11.1,101.0
25.9,31.3,20.9,-,73,6.9,7.4,9.4,76.208
25.9,31.3,20.9,-,73,6.9,7.4,9.4,76.208
25.9,31.3,20.9,-,73,6.9,7.4,9.4,76.208
24.6,31.3,22.2,-,74,6.9,9.4,22.2,84.333
24.6,31.3,22.2,-,74,6.9,9.4,22.2,84.333
24.6,31.3,22.2,-,74,6.9,9.4,22.2,84.333
24.1,30.7,21.9,-,74,5.8,8.1,14.8,48.833
24.1,30.7,21.9,-,74,5.8,8.1,14.8,48.833
24.1,30.7,21.9,-,74,5.8,8.1,14.8,48.833
25.4,30.2,21.4,-,67,9.2,8.9,9.4,64.458
25.4,30.2,21.4,-,67,9.2,8.9,9.4,64.458
25.4,30.2,21.4,-,67,9.2,8.9,9.4,64.458
25.2,31.0,21.6,-,71,7.7,9.3,14.8,80.542
25.2,31.0,21.6,-,71,7.7,9.3,14.8,80.542
25.2,31.0,21.6,-,71,7.7,9.3,14.8,80.542
24.4,29.4,20.8,-,72,6.9,9.8,11.1,65.417
24.4,29.4,20.8,-,72,6.9,9.8,11.1,65.417
24.4,29.4,20.8,-,72,6.9,9.8,11.1,65.417
24.7,29.2,21.2,-,71,7.4,9.1,11.1,54.667
24.7,29.2,21.2,-,71,7.4,9.1,11.1,54.667
24.7,29.2,21.2,-,71,7.4,9.1,11.1,54.667
25.3,30.4,21.2,-,69,6.6,8.7,11.1,78.542
25.3,30.4,21.2,-,69,6.6,8.7,11.1,78.542
25.3,30.4,21.2,-,69,6.6,8.7,11.1,78.542
26.0,32.0,21.4,-,61,6.9,5.7,7.6,49.125
26.0,32.0,21.4,-,61,6.9,5.7,7.6,49.125
26.0,32.0,21.4,-,61,6.9,5.7,7.6,49.125
26.6,33.0,21.4,-,60,6.9,4.3,5.4,65.875
26.6,33.0,21.4,-,60,6.9,4.3,5.4,65.875
26.6,33.0,21.4,-,60,6.9,4.3,5.4,65.875
27.4,33.6,22.2,-,58,7.7,2.4,3.5,72.417
27.4,33.6,22.2,-,58,7.7,2.4,3.5,72.417
27.4,33.6,22.2,-,58,7.7,2.4,3.5,72.417
24.9,31.3,21.1,-,75,6.9,5.9,9.4,184.667
24.9,31.3,21.1,-,75,6.9,5.9,9.4,184.667
24.9,31.3,21.1,-,75,6.9,5.9,9.4,184.667
25.4,30.6,21.8,-,69,6.9,5.2,7.6,113.333
25.4,30.6,21.8,-,69,6.9,5.2,7.6,113.333
25.4,30.6,21.8,-,69,6.9,5.2,7.6,113.333
25.5,30.8,20.8,-,64,6.9,6.9,14.8,146.208
25.5,30.8,20.8,-,64,6.9,6.9,14.8,146.208
25.5,30.8,20.8,-,64,6.9,6.9,14.8,146.208
23.1,27.5,20.8,-,81,6.9,6.3,11.1,112.292
23.1,27.5,20.8,-,81,6.9,6.3,11.1,112.292
23.1,27.5,20.8,-,81,6.9,6.3,11.1,112.292
22.6,27.5,20.3,-,82,6.9,5.2,9.4,60.625
22.6,27.5,20.3,-,82,6.9,5.2,9.4,60.625
22.6,27.5,20.3,-,82,6.9,5.2,9.4,60.625
22.7,28.6,19.9,-,83,6.9,5.6,7.6,71.0
22.7,28.6,19.9,-,83,6.9,5.6,7.6,71.0
22.7,28.6,19.9,-,83,6.9,5.6,7.6,71.0
23.6,27.1,20.3,-,76,6.6,8.7,14.8,134.958
23.6,27.1,20.3,-,76,6.6,8.7,14.8,134.958
23.6,27.1,20.3,-,76,6.6,8.7,14.8,134.958
